Ubicazione;Data_avvio_primo_Proc;TipoVia;DescrizioneVia;Civico;Bar;CodiceVia;ZD;durata_attivita_tipo;insegna;numero_addetti;posto_speciale_cf;attivita_prevalente;settore_merceologico;settore_storico_n;settore_storico_preval;settore_storico_s;superficie_vendita
VLE MONZA N. 16 , isolato:352, accesso: accesso interno, (z.d. 2);05/05/1992;VLE ;MONZA;16;;2274;2;;;;;;non alimentare;;auto-moto-cicli;xiv sub 10;560
VIA IMPERIA N. 15 , isolato:051, accesso: accesso esterno, (z.d. 5);01/01/2000;VIA ;IMPERIA;15;;5266;5;;;;;;non alimentare;;auto-moto-cicli;xiv sub 10;315
VIA BONCOMPAGNI CARLO num.067/int, isolato:072, accesso: accesso esterno, (z.d. 4);07/07/2006;VIA;BONCOMPAGNI CARLO;67;;4182;4;;;;;;non alimentare;;elettricita' e idraulica;settore non alimentare;350
VIA BAZZINI ANTONIO N. 33 , isolato:047, accesso: accesso esterno, (z.d. 3);04/03/1995;VIA ;BAZZINI ANTONIO;33;;2427;3;;pam;;;;alimentare,non alimentare;"supermercato 
";supermercato alimentare;settore alimentare/non aliment;920
VLE SABOTINO N. 6 , isolato:171, accesso: accesso esterno, (z.d. 5);04/03/1995;VLE ;SABOTINO;6;;4046;5;;pam;;;;alimentare,non alimentare;"supermercato 
";supermercato alimentare;settore alimentare/non aliment;900
VIA INGANNI ANGELO num.085/89, isolato:048, accesso: accesso esterno, (z.d. 6);04/03/1995;VIA;INGANNI ANGELO;85;89;6672;6;;pam;;;;alimentare,non alimentare;"supermercato 
";supermercato alimentare;settore alimentare/non aliment;1200
VIA PADOVA num.022, isolato:353, accesso: accesso esterno, (z.d. 2);04/03/1995;VIA;PADOVA;22;;2275;2;;pam;;;;alimentare,non alimentare;"supermercato 
";supermercato alimentare;settore alimentare/non aliment;950
VIA FOPPA VINCENZO N. 33 , isolato:006, accesso: accesso esterno, (z.d. 6);04/03/1995;VIA ;FOPPA VINCENZO;33;;6109;6;;pam;;;;alimentare,non alimentare;"supermercato 
";supermercato alimentare;settore alimentare/non aliment;960
VIA TOLSTOI LEONE N. 61 , isolato:081, accesso: accesso esterno, (z.d. 6);04/03/1995;VIA ;TOLSTOI LEONE;61;;5133;6;Permanente;pam;;;;alimentare,non alimentare;"supermercato 
";supermercato alimentare;settore alimentare/non aliment;850
VIA PADOVA N. 111 , isolato:279, accesso: accesso esterno, (z.d. 2);21/04/1994;VIA ;PADOVA;111;;2275;2;;pam;;;;;;supermercato alimentare;viii;400
VIA OLONA N. 1 , isolato:460, accesso: accesso esterno, (z.d. 1);04/03/1995;VIA ;OLONA;1;;5090;1;;pam;;;;alimentare,non alimentare;"supermercato 
";supermercato alimentare;settore alimentare/non aliment;960
VIA STRIGELLI GAETANO N. 8 , isolato:079, accesso: accesso esterno, (z.d. 4);04/03/1995;VIA ;STRIGELLI GAETANO;8;;3214;4;;pam;;;;alimentare,non alimentare;"supermercato 
";supermercato alimentare;settore alimentare/non aliment;1100
VIA DELLE FORZE ARMATE N. 44 , isolato:197, accesso: accesso esterno, (z.d. 7);04/03/1995;VIA ;DELLE FORZE ARMATE;44;;6643;7;;pam;;;;alimentare,non alimentare;"supermercato 
";supermercato alimentare;settore alimentare/non aliment;1010
VLE TIBALDI N. 35 , isolato:164, accesso: accesso esterno, (z.d. 5);04/03/1995;VLE ;TIBALDI;35;;5234;5;;pam;;;;alimentare,non alimentare;"supermercato 
";supermercato alimentare;settore alimentare/non aliment;800
VIA PICCINNI NICOLA N. 2 , isolato:027, accesso: accesso esterno, (z.d. 3);04/03/1995;VIA ;PICCINNI NICOLA;2;;2236;3;;pam;;;;non alimentare,alimentare;"supermercato 
";supermercato alimentare;settore alimentare/non aliment;800
VLE MONTE NERO N. 32 , isolato:134, accesso: accesso esterno, (z.d. 4);01/01/2000;VLE ;MONTE NERO;32;;3062;4;;;;;;non alimentare;;mobili;xii sub 3,xii sub 1,xii sub 2;910
VIA MINERBI ARRIGO N. 1 , isolato:075, accesso: accesso esterno, (z.d. 5);20/12/1997;VIA ;MINERBI ARRIGO;1;;5441;5;;unes supermercati;;;;alimentare,non alimentare;"(con l'esclusione dei prodotti per i quali e' previsto uno specifico diploma) 
";supermercato alimentare;settore alimentare/non aliment;420
VIA FREIKOFEL N. 2 , isolato:088, accesso: accesso esterno, (z.d. 4);11/11/1994;VIA ;FREIKOFEL;2;;4367;4;;coop;;;;alimentare,non alimentare;"(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma) attivita' prevalente<: supermercato 
";supermercato alimentare;settore alimentare/non aliment;654
LGO AUGUSTO N. 10 ,lgo augusto 010, isolato:267, accesso: accesso esterno, (z.d. 1);06/04/2000;LGO ;AUGUSTO;10;;315;1;;giovenzana;;;;non alimentare;"(attivita' prevalente foto cine ottica) 
";cine-foto-ottica-art.scientifi;settore non alimentare;273
VIA MAGGI CARLO MARIA N. 10 aff. az.tacit. rinnov., isolato:124, accesso: accesso esterno, (z.d. 1);16/03/1990;VIA ;MAGGI CARLO MARIA;10;;7115;1;;punto sma;;;;alimentare;"con esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma 
";minimercati;settore alimentare;280
PZA DEL DUOMO N. 25 ,pza del duomo 025, isolato:416, accesso: accesso esterno, (z.d. 1);01/01/2000;PZA ;DEL DUOMO;25;;1;1;;;;;;non alimentare,tabella speciale monopolio;;gioielleria - orologeria;xiv sub 13/a,spec.privativa(ant.dm 375/88),xiv sub 13/b,xi (cont.ant. d.m. 375/88),xiv sub 12;601
VIA CARETTA ANNIBALE N. 1 , isolato:008, accesso: accesso esterno, (z.d. 3);14/07/1995;VIA ;CARETTA ANNIBALE;1;;2241;3;;boggi milano e brian berr;;;;non alimentare;"(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma) 
";abbigliamento uomo;settore non alimentare;410
CSO BUENOS AIRES N. 51 , isolato:044, accesso: accesso esterno, (z.d. 3);22/02/2000;CSO ;BUENOS AIRES;51;;2129;3;;libreria del corso;;;;non alimentare;"(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma) attivita' prevalente: libreria 
";libreria;settore non alimentare;666
VIA FELTRE num.038, isolato:073, accesso: accesso esterno, (z.d. 3);31/07/1990;VIA;FELTRE;38;;2652;3;;esselunga;;;;alimentare,non alimentare;"(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma) 
";supermercato alimentare;settore alimentare/non aliment;1700
CSO SAN GOTTARDO N. 42 , isolato:113, accesso: accesso interno, (z.d. 5);01/01/2000;CSO ;SAN GOTTARDO;42;;5203;5;;;;;;non alimentare;;in attesa di revoca;xiii (cont.antec. d.m. 375/88);500
CSO EUROPA N. 2 ,cso europa 002, isolato:319, accesso: accesso esterno, (z.d. 1);22/09/1989;CSO ;EUROPA;2;;300;1;;corso europa emporio casa;;;;non alimentare;;mobili;xii-radio e tv,xii sub 1,xii-elettrodomestici,xii-materiale elettrico;540
VIA INGANNI ANGELO N. 64 , isolato:055, accesso: accesso esterno, (z.d. 6);20/12/1993;VIA ;INGANNI ANGELO;64;;6672;6;;2f climatizzazione;;;;non alimentare;"elettrodomestici 
";radio tv, elettrodom,app.radio;settore non alimentare;264
VIA LAZZARETTO N. 17 , isolato:098, accesso: accesso esterno, (z.d. 2);18/07/1998;VIA ;LAZZARETTO;17;;2112;2;;;;;;non alimentare;;radio tv, elettrodom,app.radio;settore non alimentare;405
VIA DELLA SPIGA N. 4 ,via della spiga 004, isolato:189, accesso: accesso esterno, (z.d. 1);18/02/1997;VIA ;DELLA SPIGA;4;;226;1;;gio moretti jenny;;;;non alimentare;"(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma) 
";boutique;settore non alimentare;745
VIA GALLARATE N. 199 , isolato:202, accesso: accesso esterno, (z.d. 8);11/11/1991;VIA ;GALLARATE;199;;7420;8;;peugeot;;;;non alimentare;"(con l'esclusione dei prodotti per i quali e' previsto per legge uno specificodiploma) attivita' prevalente: commercio di autoveicoli, pezzi di ricambio e accessori 
";autoveicoli;settore non alimentare;1495
GLL VITTORIO EMANUELE num.079, isolato:415, accesso: accesso esterno, (z.d. 1);05/07/1989;GLL ;VITTORIO EMANUELE;79;;10;1;;libreria rizzoli;;;;non alimentare;"(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma) attivita' prevalente: vendita libri 
";libreria;settore non alimentare;1015
PZA DEL DUOMO N. 20 ,pza del duomo 020, isolato:420, accesso: accesso interno, (z.d. 1);08/04/1994;PZA ;DEL DUOMO;20;;1;1;;libreria san paolo;;;;non alimentare;"libreria 
";libreria;settore non alimentare;406
VIA VENINI GIULIO E CORRADO num.038/2, isolato:346, accesso: accesso esterno, (z.d. 2);01/01/1989;VIA;VENINI GIULIO E CORRADO;38;2;2258;2;;;;;;non alimentare;",,,adeguamento 
";abbigliamento donna;x,xiv sub 55,xiv sub 56,ix;345
VIA FOSCOLO UGO num.001/3, isolato:471, accesso: accesso esterno, (z.d. 1);01/01/1988;VIA ;FOSCOLO UGO;1;3;205;1;;autogrill;;;;non alimentare;;trattoria;settore non alimentare;400
CSO INDIPENDENZA N. 1 , isolato:177, accesso: accesso esterno, (z.d. 3);01/01/2000;CSO ;INDIPENDENZA;1;;3118;3;;;;;;non alimentare;;accessori e ricambi auto-moto;xiv sub 10;450
VIA CACCIATORI BENEDETTO N. 12 , isolato:063, accesso: accesso interno, (z.d. 7);10/12/1990;VIA ;CACCIATORI BENEDETTO;12;;6305;7;;;;;;non alimentare;;spaccio aziendale non aliment.;xiv sub 15,xii sub 2,xi (cont.ant. d.m. 375/88),ix (cont.antec. d.m. 375/88),xiv sub 6,x,xii sub 1;280
CSO BUENOS AIRES N. 41 , isolato:059, accesso: accesso esterno, (z.d. 3);02/08/1990;CSO ;BUENOS AIRES;41;;2129;3;;frigerio pellicce;;;;non alimentare;"(con l'esclusione dei prodotti per i quali Š previsto per legge uno specifico diploma) attivita' prevalente vendita al dettaglio di abbigliamento e accessori 
";pellicceria;settore non alimentare;500
VIA GONIN FRANCESCO N. 11 , isolato:156, accesso: accesso esterno, (z.d. 6);01/01/1988;VIA ;GONIN FRANCESCO;11;;5376;6;;;;;;non alimentare;;pneumatici;xiv sub 10;775
CSO SAN GOTTARDO num.029/31, isolato:095, accesso: accesso esterno, (z.d. 5);08/07/1994;CSO ;SAN GOTTARDO;29;31;5203;5;;OVS S.P.A.;;;;alimentare,non alimentare;"(con l'esclusione dei prodotti per i quali e' previsto uno specifico diploma) attivita' prevalente: grandi magazzini
";grande magazz. con alimentari;settore alimentare/non aliment;3470
PZA FRATTINI PIETRO num.008, isolato:124, accesso: accesso esterno, (z.d. 6);02/01/1990;PZA ;FRATTINI PIETRO;8;;5389;6;;OVS;;;;alimentare,non alimentare;"(con l'esclusione dei prodotti per i quali e' previsto uno specifico diploma) attivita' prevalente: grandi magazzini
";grande magazzino senza alimen.;settore alimentare/non aliment;1060
VIA NOVARA N. 15 , isolato:105, accesso: accesso esterno, (z.d. 7);08/07/1992;VIA ;NOVARA;15;;6624;7;;sma;;;;alimentare,non alimentare;"(con l'esclusione dei prodotti per i quali e' previsto per legge uno secifico diploma) 
";supermercato alimentare;settore alimentare/non aliment;4009
VIA MANCINI LODOVICO num.004/6, isolato:035, accesso: accesso esterno, (z.d. 4);02/01/1990;VIA ;MANCINI LODOVICO;4;6;3082;4;;sma centro freschezza;;;;alimentare,non alimentare;"(con l'esclusione dei prodotti per i quali e' previsto uno specifico diploma) 
";supermercato alimentare;settore alimentare/non aliment;630
VIA MICHELINO DA BESOZZO N. 14 , isolato:300, accesso: accesso esterno, (z.d. 8);02/01/1990;VIA ;MICHELINO DA BESOZZO;14;;7263;8;;sma supermercati alimenta;;;;alimentare,non alimentare;"(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma) 
";supermercato alimentare;settore alimentare/non aliment;695
VIA BIGLI N. 19 ,via bigli 019, isolato:363, accesso: accesso esterno, (z.d. 1);01/01/2000;VIA ;BIGLI;19;;224;1;;;;;;non alimentare;;antichita' e oggetti d'arte,an;xiv sub 4;270
VLE VIGLIANI PAOLO ONORATO num.059, isolato:169, accesso: accesso esterno, (z.d. 8);31/07/1990;VLE ;VIGLIANI PAOLO ONORATO;59;;6422;8;;esselunga;;;;;;supermercato alimentare;viii;1225
VIA MEDA GIUSEPPE N. 27 , isolato:002, accesso: accesso esterno, (z.d. 5);26/09/1990;VIA ;MEDA GIUSEPPE;27;;5242;5;;autogiolli;;;;non alimentare;;auto-moto-cicli;xiv prod.meccanica strum e att;450
VIA PAISIELLO GIOVANNI N. 1 , isolato:063, accesso: accesso esterno, (z.d. 3);01/01/2000;VIA ;PAISIELLO GIOVANNI;1;;2245;3;;;;;;non alimentare;;cine-foto-ottica-art.scientifi;xiv sub 13/a;280
VIA LORENTEGGIO N. 3 , isolato:152, accesso: accesso esterno, (z.d. 6);20/04/1999;VIA ;LORENTEGGIO;3;;5132;6;;il gigante;;;;alimentare,non alimentare;"con esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma) 
";supermercato alimentare;settore alimentare/non aliment;1320
CSO GARIBALDI GIUSEPPE num.097/99, isolato:081, accesso: accesso esterno, (z.d. 1);01/01/2000;CSO;GARIBALDI GIUSEPPE;97;99;1010;1;;;;;;non alimentare;;mobili;xii sub 1;725
VLE MONZA N. 244 fallimento del 30/07/2009, isolato:065, accesso: accesso esterno, (z.d. 2);09/11/1992;VLE ;MONZA;244;;2274;2;;;;;;non alimentare;;nautica;xiv sub 10,xiv sub 6;470
VIA LACAITA GIACOMO FILIPPO N. 2 , isolato:076, accesso: accesso interno, (z.d. 4);25/03/1991;VIA ;LACAITA GIACOMO FILIPPO;2;;4308;4;;evolution;;;;non alimentare;;abbigliamento;xiv sub 43,xii sub 2,ix,xii sub 1,x,xiv sub 25,xii sub 3;375
VIA DELL' ORSO num.007/a, isolato:311, accesso: accesso esterno, (z.d. 1);01/01/2000;VIA ;DELL' ORSO;7;A;123;1;;;;;;non alimentare;;mobili;xii sub 3,xii sub 1,xiv sub 36,xiv sub 25,xiv sub 31;269
VIA F.LLI BRONZETTI N. 16 , isolato:020, accesso: accesso interno, (z.d. 4);01/01/1988;VIA ;F.LLI BRONZETTI;16;;3089;4;;;;;;non alimentare;;abbigliamento;x,ix (cont.antec. d.m. 375/88),xi (cont.ant. d.m. 375/88);428
mm1 cadorn codvia 9115 num.000 , isolato:994, accesso: accesso interno, (z.d. 1);11/03/1994;;;;;;;;cervi arredamenti;;;;non alimentare;;mobili;xii sub 1;500
VLE MONZA N. 258 , isolato:040, accesso: accesso esterno, (z.d. 2);07/06/1999;VLE ;MONZA;258;;2274;2;;f.lli simoni snc.;;;;non alimentare;"(con esclusione dei prodotti per i quali Š previsto per legge uno specifico diploma) attivita' prevalente: commercio al dettaglio di mobili 
";mobili;settore non alimentare;550
PZA SAN MARCO N. 1 , isolato:299, accesso: accesso esterno, (z.d. 1);02/08/1990;PZA ;SAN MARCO;1;;1040;1;;;;;;non alimentare;;mobili;xii sub 1;340
VIA CARLI GIAN RINALDO N. 9 , isolato:051, accesso: accesso interno, (z.d. 9);01/01/2000;VIA ;CARLI GIAN RINALDO;9;;1563;9;;;;;;non alimentare;;materiali da costruzione;xiv sub 16;456
PTA PATTARI N. 4 pt. + interrato,via beccaria cesare 000, isolato:387, accesso: accesso esterno, (z.d. 1);03/01/1990;PTA ;PATTARI;4;;299;1;;germani sport;;;;non alimentare;"(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma) 
";articoli sportivi;settore non alimentare;954
RIP DI PTA TICINESE N. 47 , isolato:072, accesso: accesso interno, (z.d. 6);01/01/2000;RIP ;DI PTA TICINESE;47;;5150;6;;;;;;non alimentare;;mobili;xiv sub 42,xii sub 1,x;300
CSO BUENOS AIRES N. 75 , isolato:007, accesso: accesso esterno, (z.d. 3);30/12/1986;CSO ;BUENOS AIRES;75;;2129;3;;tutto chicco;;;;non alimentare;"(con l'esclusione dei prodotti per i quali Š previsto per legge uno specifico diploma) attivita' prevalente articoli per l'infanzia , accessori abbigliamento articoli igienico sanitari ecc 
";abbigliamento bambino;settore non alimentare;575
VLE ABRUZZI N. 51 , isolato:029, accesso: accesso esterno, (z.d. 3);13/02/1989;VLE ;ABRUZZI;51;;2177;3;;;;;;non alimentare;;mobili;xii sub 2,xiv sub 47,xiv sub 15,xii sub 1;292
CSO VITTORIO EMANUELE II N. 28 ,cso vittorio emanuele ii 028, isolato:360, accesso: accesso esterno, (z.d. 1);19/05/1994;CSO ;VITTORIO EMANUELE II;28;;214;1;Permanente;stefanel;;;;non alimentare;"(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma) prescrizioni: vedasi avvertenze recate in determina dirigenziale n.210/2009 con p.g. 845134/2009 
";abbigliamento;settore non alimentare;1025
VIA PROCACCINI GIULIO CESARE N. 32 , isolato:054, accesso: accesso esterno, (z.d. 8);11/12/2001;VIA ;PROCACCINI GIULIO CESARE;32;;7204;8;;bassetti;;;;non alimentare;"(con l'esclusione dei prodotti per i quali e' previsto uno specifico diploma) 
";articoli tessili per arredamen;settore non alimentare;300
VLE UMBRIA N. 126 , isolato:260, accesso: accesso interno, (z.d. 4);07/02/1995;VLE ;UMBRIA;126;;3145;4;;;;;;non alimentare;;mobili;xii sub 1;490
VIA GALLI MARIO N. 19 , isolato:013, accesso: accesso interno, (z.d. 9);01/01/2000;VIA ;GALLI MARIO;19;;1304;9;;;;;;non alimentare;;auto-moto-cicli;xiv sub 10;287
VIA LESMI N. 7 , isolato:458, accesso: accesso interno, (z.d. 1);01/01/2000;VIA ;LESMI;7;;5095;1;;;;;;non alimentare;;legnami da costruzione;xiv sub 46;320
VIA TIMAVO N. 32 , isolato:239, accesso: accesso interno, (z.d. 2);01/01/2000;VIA ;TIMAVO;32;;1174;2;;;;;;non alimentare;;cine-foto-ottica-art.scientifi;xii sub 3,xiv sub 13/a,xiv sub 13/b,xiii (cont.antec. d.m. 375/88);840
VIA CARNEVALI ANTONIO N. 28 , isolato:043, accesso: accesso interno, (z.d. 9);14/03/1991;VIA ;CARNEVALI ANTONIO;28;;1268;9;;;;;;non alimentare;;mobili;xiv sub 31,xiv sub 16,xii sub 1;300
CSO SEMPIONE N. 21 , isolato:096, accesso: accesso esterno, (z.d. 8);01/01/1989;CSO ;SEMPIONE;21;;7137;8;;;;;;non alimentare;;mobili;xii sub 1;256
VIA SAN MARCO N. 26 , isolato:177, accesso: accesso esterno, (z.d. 1);01/01/2000;VIA ;SAN MARCO;26;;1036;1;;;;;;non alimentare;;cose usate senza pregio,rigat.;xiv-antichita' e opere d' arte,xiv-art.per rigattiere;398
VIA PAULLO N. 11 , isolato:058, accesso: accesso interno, (z.d. 4);19/12/1988;VIA ;PAULLO;11;;3177;4;;;;;;non alimentare;;autoveicoli;xiv sub 10;428
VIA AMPERE ANDREA MARIA N. 103 , isolato:011, accesso: accesso esterno, (z.d. 3);21/09/1989;VIA ;AMPERE ANDREA MARIA;103;;2428;3;;carrefour;;;;alimentare,non alimentare;"con esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma 
";supermercato alimentare;settore alimentare/non aliment;360
VIA TOLSTOI LEONE N. 87 , isolato:041, accesso: accesso esterno, (z.d. 6);14/12/1990;VIA ;TOLSTOI LEONE;87;;5133;6;;;;;;non alimentare;;autoveicoli;xiv prod.meccanica strum e att,xiv prod. sport e tempo libero;762
VIA TEODOSIO N. 55 , isolato:015, accesso: accesso esterno, (z.d. 3);30/04/1991;VIA ;TEODOSIO;55;;2550;3;;garage porpora autofficin;;interni aziende, fabbriche e simili;;non alimentare;"(con l'esclusione dei prodotti per i quali e' previsto uno specifico diploma) 
";accessori e ricambi auto-moto;settore non alimentare;300
VIA VICO GIAN BATTISTA N. 14 , isolato:225, accesso: accesso esterno, (z.d. 1);01/01/2000;VIA ;VICO GIAN BATTISTA;14;;6219;1;;;;;;non alimentare;;autoveicoli;xiv sub 10;307
VLE STELVIO N. 3 , isolato:215, accesso: accesso esterno, (z.d. 9);01/01/2000;VLE ;STELVIO;3;;1227;9;;;;;;non alimentare;;autoveicoli;xiv sub 10;651
VIA SARPI FRA' PAOLO N. 44 , isolato:073, accesso: accesso esterno, (z.d. 8);01/01/2000;VIA ;SARPI FRA' PAOLO;44;;7210;8;;;;;;alimentare,non alimentare;;surgelati;surgelati,iii (cont.antec. d.m. 27/6/86),xii sub 2,xii sub 3;252
